"CONCEPTO";"PRED NET SALES";"SALES TO DATE";"NUMBER OF ORDERS";"AVERAGE ORDER";"UNITS PER ORDER";"RFACTOR";"CAMPDIA";"CAMP";"DAYS";"DATES";"SALES_TODAY";"ORDERS_TODAY";"DAYBEFORE";"Añocamp";"Orders";"GrossSales"
"0 1.BRANCH CURR-CAMP";1800000,00;1564879,00;24245,00;64,54;41,00;1,15;"CAMP10  DAY11 23/01/13";"CAMP10";"DAY11";23/1/2013 0:00:00;117020,00;1725,00;"DAY10";201310;2845,00;281732,00
"0 1.BRANCH OFF-SCHED";650000,00;471145,00;605,00;778,75;298,00;1,38;"CAMP10  DAY10 22/01/13";"CAMP10";"DAY10";22/1/2013 0:00:00;42980,00;16,00;"DAY09";201310;2761,00;256093,00
"0 1.BRANCH CURR-CAMP";1800000,00;1447859,00;22520,00;64,29;41,00;1,24;"CAMP10  DAY10 22/01/13";"CAMP10";"DAY10";22/1/2013 0:00:00;148290,00;2228,00;"DAY09";201310;2761,00;256093,00
"0 1.BRANCH EST.-CAMP";1850000,00;128888,00;2099,00;61,40;47,00;14,35;"CAMP10  DAY10 22/01/13";"CAMP10";"DAY10";22/1/2013 0:00:00;20498,00;311,00;"DAY09";201310;2761,00;256093,00
"0 1.BRANCH OFF-SCHED";650000,00;428165,00;589,00;726,94;280,00;1,52;"CAMP10  DAY09 21/01/13";"CAMP10";"DAY09";21/1/2013 0:00:00;56887,00;20,00;"DAY08";201310;2642,00;233778,00
"0 1.BRANCH CURR-CAMP";1800000,00;1299569,00;20292,00;64,04;41,00;1,39;"CAMP10  DAY09 21/01/13";"CAMP10";"DAY09";21/1/2013 0:00:00;191082,00;2905,00;"DAY08";201310;2642,00;233778,00
"0 1.BRANCH EST.-CAMP";1850000,00;108390,00;1788,00;60,62;46,00;17,07;"CAMP10  DAY09 21/01/13";"CAMP10";"DAY09";21/1/2013 0:00:00;21686,00;358,00;"DAY08";201310;2642,00;233778,00
"0 1.BRANCH EST.-CAMP";1850000,00;86704,00;1430,00;60,63;46,00;21,34;"CAMP10  DAY08 18/01/13";"CAMP10";"DAY08";18/1/2013 0:00:00;7230,00;145,00;"DAY07";201310;3151,00;289069,00
"0 1.BRANCH OFF-SCHED";650000,00;371278,00;569,00;652,51;252,00;1,75;"CAMP10  DAY08 18/01/13";"CAMP10";"DAY08";18/1/2013 0:00:00;41064,00;28,00;"DAY07";201310;3151,00;289069,00
"0 1.BRANCH CURR-CAMP";1800000,00;1108487,00;17387,00;63,75;41,00;1,62;"CAMP10  DAY08 18/01/13";"CAMP10";"DAY08";18/1/2013 0:00:00;134386,00;2139,00;"DAY07";201310;3151,00;289069,00
"0 1.BRANCH OFF-SCHED";650000,00;330214,00;541,00;610,38;237,00;1,97;"CAMP10  DAY07 17/01/13";"CAMP10";"DAY07";17/1/2013 0:00:00;45461,00;30,00;"DAY06";201310;2150,00;196626,00
"0 1.BRANCH EST.-CAMP";1850000,00;79474,00;1285,00;61,85;47,00;23,28;"CAMP10  DAY07 17/01/13";"CAMP10";"DAY07";17/1/2013 0:00:00;10096,00;178,00;"DAY06";201310;2150,00;196626,00
"0 1.BRANCH CURR-CAMP";1800000,00;974101,00;15248,00;63,88;41,00;1,85;"CAMP10  DAY07 17/01/13";"CAMP10";"DAY07";17/1/2013 0:00:00;148426,00;2144,00;"DAY06";201310;2150,00;196626,00
"0 1.BRANCH OFF-SCHED";650000,00;284753,00;511,00;557,25;218,00;2,28;"CAMP10  DAY06 16/01/13";"CAMP10";"DAY06";16/1/2013 0:00:00;43282,00;36,00;"DAY05";201310;2259,00;241852,00
"0 1.BRANCH CURR-CAMP";1800000,00;825675,00;13104,00;63,01;41,00;2,18;"CAMP10  DAY06 16/01/13";"CAMP10";"DAY06";16/1/2013 0:00:00;140227,00;2219,00;"DAY05";201310;2259,00;241852,00
"0 1.BRANCH EST.-CAMP";1850000,00;69378,00;1107,00;62,67;47,00;26,67;"CAMP10  DAY06 16/01/13";"CAMP10";"DAY06";16/1/2013 0:00:00;9366,00;150,00;"DAY05";201310;2259,00;241852,00
"0 1.BRANCH EST.-CAMP";1850000,00;60012,00;957,00;62,71;47,00;30,83;"CAMP10  DAY05 15/01/13";"CAMP10";"DAY05";15/1/2013 0:00:00;8829,00;129,00;"DAY04";201310;2616,00;242966,00
"0 1.BRANCH OFF-SCHED";650000,00;241471,00;475,00;508,36;200,00;2,69;"CAMP10  DAY05 15/01/13";"CAMP10";"DAY05";15/1/2013 0:00:00;52054,00;46,00;"DAY04";201310;2616,00;242966,00
"0 1.BRANCH CURR-CAMP";1700000,00;685448,00;10885,00;62,97;40,00;2,48;"CAMP10  DAY05 15/01/13";"CAMP10";"DAY05";15/1/2013 0:00:00;169027,00;2612,00;"DAY04";201310;2616,00;242966,00
"0 1.BRANCH CURR-CAMP";1700000,00;516421,00;8273,00;62,42;40,00;3,29;"CAMP10  DAY04 14/01/13";"CAMP10";"DAY04";14/1/2013 0:00:00;178596,00;2841,00;"DAY03";201310;2100,00;192437,00
"0 1.BRANCH EST.-CAMP";1850000,00;51183,00;828,00;61,82;47,00;36,14;"CAMP10  DAY04 14/01/13";"CAMP10";"DAY04";14/1/2013 0:00:00;9276,00;144,00;"DAY03";201310;2100,00;192437,00
"0 1.BRANCH OFF-SCHED";650000,00;189417,00;429,00;441,53;176,00;3,43;"CAMP10  DAY04 14/01/13";"CAMP10";"DAY04";14/1/2013 0:00:00;62066,00;60,00;"DAY03";201310;2100,00;192437,00
"0 1.BRANCH CURR-CAMP";1700000,00;337825,00;5432,00;62,19;39,00;5,03;"CAMP10  DAY03 11/01/13";"CAMP10";"DAY03";11/1/2013 0:00:00;114578,00;1891,00;"DAY02";201310;2239,00;201922,00
"0 1.BRANCH EST.-CAMP";1850000,00;41907,00;684,00;61,27;45,00;44,15;"CAMP10  DAY03 11/01/13";"CAMP10";"DAY03";11/1/2013 0:00:00;7933,00;120,00;"DAY02";201310;2239,00;201922,00
"0 1.BRANCH OFF-SCHED";650000,00;127351,00;369,00;345,13;139,00;5,10;"CAMP10  DAY03 11/01/13";"CAMP10";"DAY03";11/1/2013 0:00:00;38975,00;73,00;"DAY02";201310;2239,00;201922,00
"0 1.BRANCH EST.-CAMP";1850000,00;33974,00;564,00;60,24;45,00;54,45;"CAMP10  DAY02 10/01/13";"CAMP10";"DAY02";10/1/2013 0:00:00;12957,00;206,00;"DAY01";201310;2618,00;242311,00
"0 1.BRANCH OFF-SCHED";650000,00;88376,00;296,00;298,57;122,00;7,35;"CAMP10  DAY02 10/01/13";"CAMP10";"DAY02";10/1/2013 0:00:00;45006,00;97,00;"DAY01";201310;2618,00;242311,00
"0 1.BRANCH CURR-CAMP";1700000,00;223247,00;3541,00;63,05;39,00;7,61;"CAMP10  DAY02 10/01/13";"CAMP10";"DAY02";10/1/2013 0:00:00;120711,00;1969,00;"DAY01";201310;2618,00;242311,00
"0 1.BRANCH EST.-CAMP";1850000,00;21017,00;358,00;58,71;45,00;88,02;"CAMP10  DAY01 09/01/13";"CAMP10";"DAY01";9/1/2013 0:00:00;21017,00;358,00;"DAY01";201310;2223,00;218201,00
"0 1.BRANCH OFF-SCHED";650000,00;43370,00;199,00;217,94;93,00;11,00;"CAMP10  DAY01 09/01/13";"CAMP10";"DAY01";9/1/2013 0:00:00;43370,00;199,00;"DAY01";201310;2223,00;218201,00
"0 1.BRANCH CURR-CAMP";1700000,00;102536,00;1572,00;65,23;39,00;16,00;"CAMP10  DAY01 09/01/13";"CAMP10";"DAY01";9/1/2013 0:00:00;102536,00;1572,00;"DAY01";201310;2223,00;218201,00
"0 1.BRANCH CURR-CAMP";2175000,00;2074763,00;34182,00;60,70;35,00;1,05;"CAMP09  DAY13 08/01/13";"CAMP09";"DAY13";8/1/2013 0:00:00;60826,00;588,00;"DAY12";201309;878,00;94201,00
"0 1.BRANCH OFF-SCHED";900000,00;856226,00;959,00;892,83;387,00;1,05;"CAMP09  DAY13 08/01/13";"CAMP09";"DAY13";8/1/2013 0:00:00;10072,00;1,00;"DAY12";201309;878,00;94201,00
"0 1.BRANCH EST.-CAMP";2150000,00;443765,00;6676,00;66,47;40,00;4,84;"CAMP09  DAY13 08/01/13";"CAMP09";"DAY13";8/1/2013 0:00:00;131696,00;2036,00;"DAY12";201309;878,00;94201,00
"0 1.BRANCH EST.-CAMP";2150000,00;312069,00;4640,00;67,26;41,00;6,89;"CAMP09  DAY12 04/01/13";"CAMP09";"DAY12";4/1/2013 0:00:00;31836,00;530,00;"DAY11";201309;2360,00;217237,00
"0 1.BRANCH OFF-SCHED";900000,00;846154,00;958,00;883,25;382,00;1,06;"CAMP09  DAY12 04/01/13";"CAMP09";"DAY12";4/1/2013 0:00:00;12110,00;5,00;"DAY11";201309;2360,00;217237,00
"0 1.BRANCH CURR-CAMP";2250000,00;2013937,00;33594,00;59,95;34,00;1,12;"CAMP09  DAY12 04/01/13";"CAMP09";"DAY12";4/1/2013 0:00:00;44294,00;738,00;"DAY11";201309;2360,00;217237,00
"0 1.BRANCH EST.-CAMP";2150000,00;280233,00;4110,00;68,18;42,00;7,67;"CAMP09  DAY11 03/01/13";"CAMP09";"DAY11";3/1/2013 0:00:00;38517,00;610,00;"DAY10";201309;2672,00;257736,00
"0 1.BRANCH OFF-SCHED";900000,00;834044,00;953,00;875,18;379,00;1,08;"CAMP09  DAY11 03/01/13";"CAMP09";"DAY11";3/1/2013 0:00:00;27710,00;8,00;"DAY10";201309;2672,00;257736,00
"0 1.BRANCH CURR-CAMP";2250000,00;1969643,00;32856,00;59,95;34,00;1,14;"CAMP09  DAY11 03/01/13";"CAMP09";"DAY11";3/1/2013 0:00:00;83464,00;1398,00;"DAY10";201309;2672,00;257736,00
"0 1.BRANCH OFF-SCHED";850000,00;806334,00;945,00;853,26;369,00;1,05;"CAMP09  DAY10 02/01/13";"CAMP09";"DAY10";2/1/2013 0:00:00;59255,00;32,00;"DAY09";201309;2965,00;300030,00
"0 1.BRANCH CURR-CAMP";2250000,00;1886179,00;31458,00;59,96;34,00;1,19;"CAMP09  DAY10 02/01/13";"CAMP09";"DAY10";2/1/2013 0:00:00;179525,00;2989,00;"DAY09";201309;2965,00;300030,00
"0 1.BRANCH EST.-CAMP";2150000,00;241716,00;3500,00;69,06;43,00;8,89;"CAMP09  DAY10 02/01/13";"CAMP09";"DAY10";2/1/2013 0:00:00;71068,00;1011,00;"DAY09";201309;2965,00;300030,00
"0 1.BRANCH OFF-SCHED";850000,00;747079,00;913,00;818,27;353,00;1,14;"CAMP09  DAY09 28/12/12";"CAMP09";"DAY09";28/12/2012 0:00:00;49551,00;21,00;"DAY08";201309;2875,00;273112,00
"0 1.BRANCH CURR-CAMP";2250000,00;1706654,00;28469,00;59,95;34,00;1,32;"CAMP09  DAY09 28/12/12";"CAMP09";"DAY09";28/12/2012 0:00:00;139809,00;2454,00;"DAY08";201309;2875,00;273112,00
"0 1.BRANCH EST.-CAMP";2150000,00;170648,00;2489,00;68,56;42,00;12,60;"CAMP09  DAY09 28/12/12";"CAMP09";"DAY09";28/12/2012 0:00:00;20575,00;319,00;"DAY08";201309;2875,00;273112,00
"0 1.BRANCH EST.-CAMP";2150000,00;150073,00;2170,00;69,16;42,00;14,33;"CAMP09  DAY08 27/12/12";"CAMP09";"DAY08";27/12/2012 0:00:00;24356,00;322,00;"DAY07";201309;2223,00;227674,00
"0 1.BRANCH OFF-SCHED";850000,00;697528,00;892,00;781,98;337,00;1,22;"CAMP09  DAY08 27/12/12";"CAMP09";"DAY08";27/12/2012 0:00:00;57652,00;26,00;"DAY07";201309;2223,00;227674,00
"0 1.BRANCH CURR-CAMP";2250000,00;1566845,00;26015,00;60,23;35,00;1,44;"CAMP09  DAY08 27/12/12";"CAMP09";"DAY08";27/12/2012 0:00:00;154253,00;2603,00;"DAY07";201309;2223,00;227674,00
"0 1.BRANCH EST.-CAMP";2150000,00;125717,00;1848,00;68,03;42,00;17,10;"CAMP09  DAY07 26/12/12";"CAMP09";"DAY07";26/12/2012 0:00:00;27828,00;414,00;"DAY06";201309;4000,00;441007,00
"0 1.BRANCH OFF-SCHED";850000,00;639876,00;866,00;738,89;318,00;1,33;"CAMP09  DAY07 26/12/12";"CAMP09";"DAY07";26/12/2012 0:00:00;82678,00;60,00;"DAY06";201309;4000,00;441007,00
"0 1.BRANCH CURR-CAMP";2250000,00;1412592,00;23412,00;60,34;35,00;1,59;"CAMP09  DAY07 26/12/12";"CAMP09";"DAY07";26/12/2012 0:00:00;214951,00;3535,00;"DAY06";201309;4000,00;441007,00
"0 1.BRANCH EST.-CAMP";2150000,00;97889,00;1434,00;68,26;41,00;21,96;"CAMP09  DAY06 21/12/12";"CAMP09";"DAY06";21/12/2012 0:00:00;9072,00;138,00;"DAY05";201309;2736,00;268071,00
"0 1.BRANCH OFF-SCHED";850000,00;557198,00;806,00;691,31;299,00;1,53;"CAMP09  DAY06 21/12/12";"CAMP09";"DAY06";21/12/2012 0:00:00;63297,00;42,00;"DAY05";201309;2736,00;268071,00
"0 1.BRANCH CURR-CAMP";2250000,00;1197641,00;19877,00;60,25;35,00;1,88;"CAMP09  DAY06 21/12/12";"CAMP09";"DAY06";21/12/2012 0:00:00;163586,00;2788,00;"DAY05";201309;2736,00;268071,00
"0 1.BRANCH EST.-CAMP";2150000,00;88817,00;1296,00;68,53;41,00;24,21;"CAMP09  DAY05 20/12/12";"CAMP09";"DAY05";20/12/2012 0:00:00;11042,00;165,00;"DAY04";201309;2773,00;268022,00
"0 1.BRANCH OFF-SCHED";750000,00;493901,00;764,00;646,47;281,00;1,52;"CAMP09  DAY05 20/12/12";"CAMP09";"DAY05";20/12/2012 0:00:00;90869,00;91,00;"DAY04";201309;2773,00;268022,00
"0 1.BRANCH CURR-CAMP";2250000,00;1034055,00;17089,00;60,51;35,00;2,18;"CAMP09  DAY05 20/12/12";"CAMP09";"DAY05";20/12/2012 0:00:00;204296,00;3502,00;"DAY04";201309;2773,00;268022,00
"0 1.BRANCH CURR-CAMP";2250000,00;829759,00;13587,00;61,07;35,00;2,71;"CAMP09  DAY04 19/12/12";"CAMP09";"DAY04";19/12/2012 0:00:00;209879,00;3527,00;"DAY03";201309;4370,00;498097,00
"0 1.BRANCH EST.-CAMP";2150000,00;77775,00;1131,00;68,77;41,00;27,64;"CAMP09  DAY04 19/12/12";"CAMP09";"DAY04";19/12/2012 0:00:00;11233,00;153,00;"DAY03";201309;4370,00;498097,00
"0 1.BRANCH OFF-SCHED";750000,00;403032,00;673,00;598,86;261,00;1,86;"CAMP09  DAY04 19/12/12";"CAMP09";"DAY04";19/12/2012 0:00:00;99757,00;107,00;"DAY03";201309;4370,00;498097,00
"0 1.BRANCH CURR-CAMP";2250000,00;619880,00;10060,00;61,62;35,00;3,63;"CAMP09  DAY03 18/12/12";"CAMP09";"DAY03";18/12/2012 0:00:00;242852,00;3791,00;"DAY02";201309;2881,00;284276,00
"0 1.BRANCH EST.-CAMP";2150000,00;66542,00;978,00;68,04;40,00;32,31;"CAMP09  DAY03 18/12/12";"CAMP09";"DAY03";18/12/2012 0:00:00;13821,00;184,00;"DAY02";201309;2881,00;284276,00
"0 1.BRANCH OFF-SCHED";750000,00;303275,00;566,00;535,82;235,00;2,47;"CAMP09  DAY03 18/12/12";"CAMP09";"DAY03";18/12/2012 0:00:00;108166,00;147,00;"DAY02";201309;2881,00;284276,00
"0 1.BRANCH EST.-CAMP";1700000,00;52721,00;794,00;66,40;39,00;32,24;"CAMP09  DAY02 17/12/12";"CAMP09";"DAY02";17/12/2012 0:00:00;20958,00;316,00;"DAY01";201309;3430,00;347570,00
"0 1.BRANCH OFF-SCHED";750000,00;195109,00;419,00;465,66;209,00;3,84;"CAMP09  DAY02 17/12/12";"CAMP09";"DAY02";17/12/2012 0:00:00;118683,00;159,00;"DAY01";201309;3430,00;347570,00
"0 1.BRANCH CURR-CAMP";2250000,00;377028,00;6269,00;60,14;35,00;5,97;"CAMP09  DAY02 17/12/12";"CAMP09";"DAY02";17/12/2012 0:00:00;240707,00;4026,00;"DAY01";201309;3430,00;347570,00
"0 1.BRANCH EST.-CAMP";1700000,00;31763,00;478,00;66,45;40,00;53,52;"CAMP09  DAY01 14/12/12";"CAMP09";"DAY01";14/12/2012 0:00:00;31763,00;478,00;"DAY01";201309;1721,00;173601,00
"0 1.BRANCH OFF-SCHED";750000,00;76426,00;260,00;293,95;139,00;9,81;"CAMP09  DAY01 14/12/12";"CAMP09";"DAY01";14/12/2012 0:00:00;76426,00;260,00;"DAY01";201309;1721,00;173601,00
"0 1.BRANCH CURR-CAMP";2250000,00;136321,00;2243,00;60,78;35,00;16,00;"CAMP09  DAY01 14/12/12";"CAMP09";"DAY01";14/12/2012 0:00:00;136321,00;2243,00;"DAY01";201309;1721,00;173601,00
"0 1.BRANCH CURR-CAMP";3100000,00;2941638,00;35085,00;83,84;49,00;1,05;"CAMP08  DAY13 13/12/12";"CAMP08";"DAY13";13/12/2012 0:00:00;107750,00;740,00;"DAY12";201308;1028,00;110359,00
"0 1.BRANCH OFF-SCHED";800000,00;781021,00;1094,00;713,91;273,00;1,02;"CAMP08  DAY13 13/12/12";"CAMP08";"DAY13";13/12/2012 0:00:00;17219,00;7,00;"DAY12";201308;1028,00;110359,00
"0 1.BRANCH EST.-CAMP";2350000,00;400700,00;7132,00;56,18;34,00;5,86;"CAMP08  DAY13 13/12/12";"CAMP08";"DAY13";13/12/2012 0:00:00;119461,00;2106,00;"DAY12";201308;1028,00;110359,00
"0 1.BRANCH EST.-CAMP";2350000,00;281239,00;5026,00;55,96;35,00;8,36;"CAMP08  DAY12 12/12/12";"CAMP08";"DAY12";12/12/2012 0:00:00;72866,00;1290,00;"DAY11";201308;3201,00;365537,00
"0 1.BRANCH OFF-SCHED";800000,00;763802,00;1087,00;702,67;269,00;1,05;"CAMP08  DAY12 12/12/12";"CAMP08";"DAY12";12/12/2012 0:00:00;26095,00;8,00;"DAY11";201308;3201,00;365537,00
"0 1.BRANCH CURR-CAMP";3100000,00;2833888,00;34345,00;82,51;49,00;1,09;"CAMP08  DAY12 12/12/12";"CAMP08";"DAY12";12/12/2012 0:00:00;130562,00;1322,00;"DAY11";201308;3201,00;365537,00
"0 1.BRANCH EST.-CAMP";2350000,00;208373,00;3736,00;55,77;35,00;11,28;"CAMP08  DAY11 11/12/12";"CAMP08";"DAY11";11/12/2012 0:00:00;46202,00;900,00;"DAY10";201308;3139,00;340756,00
"0 1.BRANCH OFF-SCHED";800000,00;737707,00;1079,00;683,70;262,00;1,08;"CAMP08  DAY11 11/12/12";"CAMP08";"DAY11";11/12/2012 0:00:00;44920,00;32,00;"DAY10";201308;3139,00;340756,00
"0 1.BRANCH CURR-CAMP";3100000,00;2703326,00;33023,00;81,86;48,00;1,15;"CAMP08  DAY11 11/12/12";"CAMP08";"DAY11";11/12/2012 0:00:00;198164,00;2313,00;"DAY10";201308;3139,00;340756,00
"0 1.BRANCH OFF-SCHED";800000,00;692787,00;1047,00;661,69;253,00;1,15;"CAMP08  DAY10 10/12/12";"CAMP08";"DAY10";10/12/2012 0:00:00;58190,00;25,00;"DAY09";201308;3065,00;339683,00
"0 1.BRANCH CURR-CAMP";3100000,00;2505162,00;30710,00;81,57;48,00;1,24;"CAMP08  DAY10 10/12/12";"CAMP08";"DAY10";10/12/2012 0:00:00;236047,00;2945,00;"DAY09";201308;3065,00;339683,00
"0 1.BRANCH EST.-CAMP";2350000,00;162171,00;2836,00;57,18;35,00;14,49;"CAMP08  DAY10 10/12/12";"CAMP08";"DAY10";10/12/2012 0:00:00;40981,00;722,00;"DAY09";201308;3065,00;339683,00
"0 1.BRANCH EST.-CAMP";2350000,00;121190,00;2114,00;57,33;35,00;19,39;"CAMP08  DAY09 07/12/12";"CAMP08";"DAY09";7/12/2012 0:00:00;15959,00;313,00;"DAY08";201308;3090,00;324646,00
"0 1.BRANCH OFF-SCHED";800000,00;634597,00;1022,00;620,94;239,00;1,26;"CAMP08  DAY09 07/12/12";"CAMP08";"DAY09";7/12/2012 0:00:00;55207,00;28,00;"DAY08";201308;3090,00;324646,00
"0 1.BRANCH CURR-CAMP";3100000,00;2269115,00;27765,00;81,73;48,00;1,37;"CAMP08  DAY09 07/12/12";"CAMP08";"DAY09";7/12/2012 0:00:00;231074,00;3019,00;"DAY08";201308;3090,00;324646,00
"0 1.BRANCH OFF-SCHED";800000,00;579390,00;994,00;582,89;224,00;1,38;"CAMP08  DAY08 05/12/12";"CAMP08";"DAY08";5/12/2012 0:00:00;64976,00;49,00;"DAY07";201308;2478,00;282183,00
"0 1.BRANCH CURR-CAMP";3100000,00;2038041,00;24746,00;82,36;48,00;1,52;"CAMP08  DAY08 05/12/12";"CAMP08";"DAY08";5/12/2012 0:00:00;258067,00;3120,00;"DAY07";201308;2478,00;282183,00
"0 1.BRANCH EST.-CAMP";2350000,00;105231,00;1801,00;58,43;36,00;22,33;"CAMP08  DAY08 05/12/12";"CAMP08";"DAY08";5/12/2012 0:00:00;14569,00;260,00;"DAY07";201308;2478,00;282183,00
"0 1.BRANCH OFF-SCHED";800000,00;514414,00;945,00;544,35;211,00;1,56;"CAMP08  DAY07 04/12/12";"CAMP08";"DAY07";4/12/2012 0:00:00;65458,00;62,00;"DAY06";201308;3942,00;484399,00
"0 1.BRANCH EST.-CAMP";2350000,00;90662,00;1541,00;58,83;36,00;25,92;"CAMP08  DAY07 04/12/12";"CAMP08";"DAY07";4/12/2012 0:00:00;12798,00;245,00;"DAY06";201308;3942,00;484399,00
"0 1.BRANCH CURR-CAMP";3100000,00;1779974,00;21626,00;82,31;49,00;1,74;"CAMP08  DAY07 04/12/12";"CAMP08";"DAY07";4/12/2012 0:00:00;241303,00;2880,00;"DAY06";201308;3942,00;484399,00
"0 1.BRANCH OFF-SCHED";800000,00;448956,00;883,00;508,44;198,00;1,78;"CAMP08  DAY06 03/12/12";"CAMP08";"DAY06";3/12/2012 0:00:00;87861,00;96,00;"DAY05";201308;2828,00;299654,00
"0 1.BRANCH CURR-CAMP";2950000,00;1538671,00;18746,00;82,08;49,00;1,92;"CAMP08  DAY06 03/12/12";"CAMP08";"DAY06";3/12/2012 0:00:00;341414,00;4037,00;"DAY05";201308;2828,00;299654,00
"0 1.BRANCH EST.-CAMP";2350000,00;77864,00;1296,00;60,08;36,00;30,18;"CAMP08  DAY06 03/12/12";"CAMP08";"DAY06";3/12/2012 0:00:00;12847,00;220,00;"DAY05";201308;2828,00;299654,00
"0 1.BRANCH EST.-CAMP";2350000,00;65017,00;1076,00;60,43;35,00;36,14;"CAMP08  DAY05 30/11/12";"CAMP08";"DAY05";30/11/2012 0:00:00;5960,00;102,00;"DAY04";201308;2831,00;306275,00
"0 1.BRANCH OFF-SCHED";800000,00;361095,00;787,00;458,83;180,00;2,22;"CAMP08  DAY05 30/11/12";"CAMP08";"DAY05";30/11/2012 0:00:00;54715,00;63,00;"DAY04";201308;2831,00;306275,00
"0 1.BRANCH CURR-CAMP";2950000,00;1197257,00;14709,00;81,40;48,00;2,46;"CAMP08  DAY05 30/11/12";"CAMP08";"DAY05";30/11/2012 0:00:00;202597,00;2781,00;"DAY04";201308;2831,00;306275,00
"0 1.BRANCH CURR-CAMP";2950000,00;994660,00;11928,00;83,39;49,00;2,97;"CAMP08  DAY04 29/11/12";"CAMP08";"DAY04";29/11/2012 0:00:00;251909,00;3092,00;"DAY03";201308;2756,00;296813,00
"0 1.BRANCH EST.-CAMP";2350000,00;59057,00;974,00;60,63;35,00;39,79;"CAMP08  DAY04 29/11/12";"CAMP08";"DAY04";29/11/2012 0:00:00;7103,00;124,00;"DAY03";201308;2756,00;296813,00
"0 1.BRANCH OFF-SCHED";800000,00;306380,00;724,00;423,18;168,00;2,61;"CAMP08  DAY04 29/11/12";"CAMP08";"DAY04";29/11/2012 0:00:00;71447,00;112,00;"DAY03";201308;2756,00;296813,00
"0 1.BRANCH CURR-CAMP";2950000,00;742751,00;8836,00;84,06;49,00;3,97;"CAMP08  DAY03 28/11/12";"CAMP08";"DAY03";28/11/2012 0:00:00;234073,00;2895,00;"DAY02";201308;4377,00;536310,00
"0 1.BRANCH EST.-CAMP";2350000,00;51954,00;850,00;61,12;34,00;45,23;"CAMP08  DAY03 28/11/12";"CAMP08";"DAY03";28/11/2012 0:00:00;10082,00;156,00;"DAY02";201308;4377,00;536310,00
"0 1.BRANCH OFF-SCHED";800000,00;234933,00;612,00;383,88;153,00;3,41;"CAMP08  DAY03 28/11/12";"CAMP08";"DAY03";28/11/2012 0:00:00;72712,00;152,00;"DAY02";201308;4377,00;536310,00
"0 1.BRANCH EST.-CAMP";2350000,00;41872,00;694,00;60,33;32,00;56,12;"CAMP08  DAY02 27/11/12";"CAMP08";"DAY02";27/11/2012 0:00:00;13270,00;196,00;"DAY01";201308;2950,00;317713,00
"0 1.BRANCH OFF-SCHED";800000,00;162221,00;460,00;352,66;142,00;4,93;"CAMP08  DAY02 27/11/12";"CAMP08";"DAY02";27/11/2012 0:00:00;78009,00;170,00;"DAY01";201308;2950,00;317713,00
"0 1.BRANCH CURR-CAMP";2800000,00;508678,00;5941,00;85,62;49,00;5,50;"CAMP08  DAY02 27/11/12";"CAMP08";"DAY02";27/11/2012 0:00:00;277751,00;3203,00;"DAY01";201308;2950,00;317713,00
"0 1.BRANCH EST.-CAMP";2350000,00;28602,00;498,00;57,44;31,00;82,16;"CAMP08  DAY01 26/11/12";"CAMP08";"DAY01";26/11/2012 0:00:00;28602,00;498,00;"DAY01";201308;1547,00;158877,00
"0 1.BRANCH OFF-SCHED";800000,00;84212,00;290,00;290,39;120,00;9,50;"CAMP08  DAY01 26/11/12";"CAMP08";"DAY01";26/11/2012 0:00:00;84212,00;290,00;"DAY01";201308;1547,00;158877,00
"0 1.BRANCH CURR-CAMP";2800000,00;230927,00;2738,00;84,34;49,00;12,13;"CAMP08  DAY01 26/11/12";"CAMP08";"DAY01";26/11/2012 0:00:00;230927,00;2738,00;"DAY01";201308;1547,00;158877,00
"0 1.BRANCH CURR-CAMP";2300000,00;2244796,00;31687,00;70,84;43,00;1,02;"CAMP07  DAY13 23/11/12";"CAMP07";"DAY13";23/11/2012 0:00:00;62913,00;591,00;"DAY12";201307;1011,00;103721,00
"0 1.BRANCH OFF-SCHED";875000,00;867700,00;973,00;891,78;341,00;1,01;"CAMP07  DAY13 23/11/12";"CAMP07";"DAY13";23/11/2012 0:00:00;16706,00;10,00;"DAY12";201307;1011,00;103721,00
"0 1.BRANCH EST.-CAMP";2800000,00;384527,00;5049,00;76,16;48,00;7,28;"CAMP07  DAY13 23/11/12";"CAMP07";"DAY13";23/11/2012 0:00:00;105272,00;1415,00;"DAY12";201307;1011,00;103721,00
"0 1.BRANCH EST.-CAMP";2800000,00;279255,00;3634,00;76,85;49,00;10,03;"CAMP07  DAY12 22/11/12";"CAMP07";"DAY12";22/11/2012 0:00:00;64836,00;753,00;"DAY11";201307;2612,00;264122,00
"0 1.BRANCH OFF-SCHED";875000,00;850994,00;963,00;883,69;338,00;1,03;"CAMP07  DAY12 22/11/12";"CAMP07";"DAY12";22/11/2012 0:00:00;34202,00;8,00;"DAY11";201307;2612,00;264122,00
"0 1.BRANCH CURR-CAMP";2350000,00;2181883,00;31096,00;70,17;42,00;1,08;"CAMP07  DAY12 22/11/12";"CAMP07";"DAY12";22/11/2012 0:00:00;97727,00;1199,00;"DAY11";201307;2612,00;264122,00
"0 1.BRANCH EST.-CAMP";2800000,00;214419,00;2881,00;74,43;48,00;13,06;"CAMP07  DAY11 21/11/12";"CAMP07";"DAY11";21/11/2012 0:00:00;39572,00;521,00;"DAY10";201307;3605,00;413179,00
