"CONCEPTO";"PRED NET SALES";"SALES TO DATE";"NUMBER OF ORDERS";"AVERAGE ORDER";"UNITS PER ORDER";"RFACTOR";"CAMPDIA";"CAMP";"DAYS";"DATES";"SALES_TODAY";"ORDERS_TODAY";"DAYBEFORE";"Añocamp";"Orders";"GrossSales"
"0 1.BRANCH OFF-SCHED";650000,00;130241,00;426,00;305,73;138,00;4,99;"CAMP12  DAY02 05/03/12";"CAMP12";"DAY02";5/3/2012 0:00:00;75154,00;146,00;"DAY01";201212;2809,00;276285,00
"0 1.BRANCH EST.-CAMP";2600000,00;48798,00;665,00;73,38;35,00;53,28;"CAMP12  DAY02 05/03/12";"CAMP12";"DAY02";5/3/2012 0:00:00;17796,00;227,00;"DAY01";201212;2809,00;276285,00
"0 1.BRANCH EST.-CAMP";2600000,00;31002,00;438,00;70,78;34,00;83,86;"CAMP12  DAY01 02/03/12";"CAMP12";"DAY01";2/3/2012 0:00:00;31002,00;438,00;"DAY01";201212;1448,00;136930,00
"0 1.BRANCH OFF-SCHED";650000,00;55087,00;280,00;196,74;94,00;11,00;"CAMP12  DAY01 02/03/12";"CAMP12";"DAY01";2/3/2012 0:00:00;55087,00;280,00;"DAY01";201212;1448,00;136930,00
"0 1.BRANCH CURR-CAMP";2180000,00;112131,00;1513,00;74,11;40,00;16,00;"CAMP12  DAY01 02/03/12";"CAMP12";"DAY01";2/3/2012 0:00:00;112131,00;1513,00;"DAY01";201212;1448,00;136930,00
"0 1.BRANCH EST.-CAMP";2550000,00;286396,00;4316,00;66,36;38,00;8,90;"CAMP11  DAY13 01/03/12";"CAMP11";"DAY13";1/3/2012 0:00:00;93255,00;1389,00;"DAY12";201211;695,00;82287,00
"0 1.BRANCH OFF-SCHED";700000,00;658681,00;869,00;757,98;320,00;1,06;"CAMP11  DAY13 01/03/12";"CAMP11";"DAY13";1/3/2012 0:00:00;15145,00;8,00;"DAY12";201211;695,00;82287,00
"0 1.BRANCH CURR-CAMP";2000000,00;1917454,00;28241,00;67,90;41,00;1,04;"CAMP11  DAY13 01/03/12";"CAMP11";"DAY13";1/3/2012 0:00:00;72232,00;631,00;"DAY12";201211;695,00;82287,00
"0 1.BRANCH OFF-SCHED";700000,00;643536,00;861,00;747,43;316,00;1,09;"CAMP11  DAY12 29/02/12";"CAMP11";"DAY12";29/2/2012 0:00:00;21270,00;8,00;"DAY11";201211;2675,00;275472,00
"0 1.BRANCH CURR-CAMP";2000000,00;1845222,00;27610,00;66,83;41,00;1,08;"CAMP11  DAY12 29/02/12";"CAMP11";"DAY12";29/2/2012 0:00:00;80381,00;979,00;"DAY11";201211;2675,00;275472,00
"0 1.BRANCH EST.-CAMP";2550000,00;193141,00;2927,00;65,99;38,00;13,20;"CAMP11  DAY12 29/02/12";"CAMP11";"DAY12";29/2/2012 0:00:00;46672,00;615,00;"DAY11";201211;2675,00;275472,00
"0 1.BRANCH OFF-SCHED";700000,00;622266,00;853,00;729,50;309,00;1,12;"CAMP11  DAY11 28/02/12";"CAMP11";"DAY11";28/2/2012 0:00:00;44055,00;13,00;"DAY10";201211;2439,00;231484,00
"0 1.BRANCH CURR-CAMP";2000000,00;1764841,00;26631,00;66,27;41,00;1,13;"CAMP11  DAY11 28/02/12";"CAMP11";"DAY11";28/2/2012 0:00:00;141820,00;1927,00;"DAY10";201211;2439,00;231484,00
"0 1.BRANCH EST.-CAMP";2550000,00;146469,00;2312,00;63,35;37,00;17,41;"CAMP11  DAY11 28/02/12";"CAMP11";"DAY11";28/2/2012 0:00:00;25390,00;362,00;"DAY10";201211;2439,00;231484,00
"0 1.BRANCH EST.-CAMP";2550000,00;121079,00;1950,00;62,09;37,00;21,06;"CAMP11  DAY10 27/02/12";"CAMP11";"DAY10";27/2/2012 0:00:00;23499,00;385,00;"DAY09";201211;2758,00;274975,00
"0 1.BRANCH OFF-SCHED";720000,00;578211,00;840,00;688,35;292,00;1,25;"CAMP11  DAY10 27/02/12";"CAMP11";"DAY10";27/2/2012 0:00:00;54950,00;21,00;"DAY09";201211;2758,00;274975,00
"0 1.BRANCH CURR-CAMP";2100000,00;1623021,00;24704,00;65,70;40,00;1,29;"CAMP11  DAY10 27/02/12";"CAMP11";"DAY10";27/2/2012 0:00:00;172678,00;2548,00;"DAY09";201211;2758,00;274975,00
"0 1.BRANCH EST.-CAMP";2550000,00;97580,00;1565,00;62,35;37,00;26,13;"CAMP11  DAY09 24/02/12";"CAMP11";"DAY09";24/2/2012 0:00:00;9578,00;195,00;"DAY08";201211;2544,00;236515,00
"0 1.BRANCH OFF-SCHED";720000,00;523261,00;819,00;638,90;272,00;1,38;"CAMP11  DAY09 24/02/12";"CAMP11";"DAY09";24/2/2012 0:00:00;42702,00;18,00;"DAY08";201211;2544,00;236515,00
"0 1.BRANCH CURR-CAMP";2100000,00;1450343,00;22156,00;65,46;40,00;1,45;"CAMP11  DAY09 24/02/12";"CAMP11";"DAY09";24/2/2012 0:00:00;129014,00;2026,00;"DAY08";201211;2544,00;236515,00
"0 1.BRANCH OFF-SCHED";720000,00;480559,00;801,00;599,95;256,00;1,50;"CAMP11  DAY08 23/02/12";"CAMP11";"DAY08";23/2/2012 0:00:00;57747,00;33,00;"DAY07";201211;2111,00;213762,00
"0 1.BRANCH CURR-CAMP";2100000,00;1321329,00;20130,00;65,64;40,00;1,59;"CAMP11  DAY08 23/02/12";"CAMP11";"DAY08";23/2/2012 0:00:00;179846,00;2654,00;"DAY07";201211;2111,00;213762,00
"0 1.BRANCH EST.-CAMP";2550000,00;88002,00;1370,00;64,24;38,00;28,98;"CAMP11  DAY08 23/02/12";"CAMP11";"DAY08";23/2/2012 0:00:00;11849,00;198,00;"DAY07";201211;2111,00;213762,00
"0 1.BRANCH EST.-CAMP";2550000,00;76153,00;1172,00;64,98;38,00;33,49;"CAMP11  DAY07 22/02/12";"CAMP11";"DAY07";22/2/2012 0:00:00;8647,00;143,00;"DAY06";201211;3100,00;321877,00
"0 1.BRANCH OFF-SCHED";720000,00;422812,00;768,00;550,54;236,00;1,70;"CAMP11  DAY07 22/02/12";"CAMP11";"DAY07";22/2/2012 0:00:00;51122,00;30,00;"DAY06";201211;3100,00;321877,00
"0 1.BRANCH CURR-CAMP";2100000,00;1141483,00;17476,00;65,32;40,00;1,84;"CAMP11  DAY07 22/02/12";"CAMP11";"DAY07";22/2/2012 0:00:00;156360,00;2338,00;"DAY06";201211;3100,00;321877,00
"0 1.BRANCH EST.-CAMP";2550000,00;67506,00;1029,00;65,60;38,00;37,77;"CAMP11  DAY06 21/02/12";"CAMP11";"DAY06";21/2/2012 0:00:00;8570,00;109,00;"DAY05";201211;2350,00;223311,00
"0 1.BRANCH OFF-SCHED";720000,00;371690,00;738,00;503,65;216,00;1,94;"CAMP11  DAY06 21/02/12";"CAMP11";"DAY06";21/2/2012 0:00:00;59759,00;60,00;"DAY05";201211;2350,00;223311,00
"0 1.BRANCH CURR-CAMP";2100000,00;985123,00;15138,00;65,08;40,00;2,13;"CAMP11  DAY06 21/02/12";"CAMP11";"DAY06";21/2/2012 0:00:00;178108,00;2594,00;"DAY05";201211;2350,00;223311,00
"0 1.BRANCH EST.-CAMP";2550000,00;58936,00;920,00;64,06;37,00;43,27;"CAMP11  DAY05 20/02/12";"CAMP11";"DAY05";20/2/2012 0:00:00;9865,00;162,00;"DAY04";201211;2715,00;266114,00
"0 1.BRANCH OFF-SCHED";720000,00;311931,00;678,00;460,08;198,00;2,31;"CAMP11  DAY05 20/02/12";"CAMP11";"DAY05";20/2/2012 0:00:00;69557,00;78,00;"DAY04";201211;2715,00;266114,00
"0 1.BRANCH CURR-CAMP";2100000,00;807015,00;12544,00;64,33;40,00;2,60;"CAMP11  DAY05 20/02/12";"CAMP11";"DAY05";20/2/2012 0:00:00;198988,00;3202,00;"DAY04";201211;2715,00;266114,00
"0 1.BRANCH EST.-CAMP";2550000,00;49071,00;758,00;64,74;36,00;51,97;"CAMP11  DAY04 17/02/12";"CAMP11";"DAY04";17/2/2012 0:00:00;3246,00;59,00;"DAY03";201211;2010,00;197801,00
"0 1.BRANCH OFF-SCHED";720000,00;242374,00;600,00;403,96;174,00;2,97;"CAMP11  DAY04 17/02/12";"CAMP11";"DAY04";17/2/2012 0:00:00;52277,00;82,00;"DAY03";201211;2010,00;197801,00
"0 1.BRANCH CURR-CAMP";2400000,00;608027,00;9342,00;65,09;40,00;3,95;"CAMP11  DAY04 17/02/12";"CAMP11";"DAY04";17/2/2012 0:00:00;131584,00;2210,00;"DAY03";201211;2010,00;197801,00
"0 1.BRANCH CURR-CAMP";2500000,00;476443,00;7132,00;66,80;40,00;5,25;"CAMP11  DAY03 16/02/12";"CAMP11";"DAY03";16/2/2012 0:00:00;162760,00;2586,00;"DAY02";201211;2229,00;203935,00
"0 1.BRANCH EST.-CAMP";2550000,00;45825,00;699,00;65,56;37,00;55,65;"CAMP11  DAY03 16/02/12";"CAMP11";"DAY03";16/2/2012 0:00:00;8125,00;137,00;"DAY02";201211;2229,00;203935,00
"0 1.BRANCH OFF-SCHED";720000,00;190097,00;518,00;366,98;159,00;3,79;"CAMP11  DAY03 16/02/12";"CAMP11";"DAY03";16/2/2012 0:00:00;62685,00;115,00;"DAY02";201211;2229,00;203935,00
"0 1.BRANCH EST.-CAMP";2550000,00;37700,00;562,00;67,08;37,00;67,64;"CAMP11  DAY02 15/02/12";"CAMP11";"DAY02";15/2/2012 0:00:00;12518,00;169,00;"DAY01";201211;3693,00;378484,00
"0 1.BRANCH OFF-SCHED";720000,00;127412,00;403,00;316,16;140,00;5,65;"CAMP11  DAY02 15/02/12";"CAMP11";"DAY02";15/2/2012 0:00:00;55986,00;125,00;"DAY01";201211;3693,00;378484,00
"0 1.BRANCH CURR-CAMP";2700000,00;313683,00;4546,00;69,00;41,00;8,61;"CAMP11  DAY02 15/02/12";"CAMP11";"DAY02";15/2/2012 0:00:00;140585,00;2187,00;"DAY01";201211;3693,00;378484,00
"0 1.BRANCH EST.-CAMP";2350000,00;25182,00;393,00;64,08;36,00;93,32;"CAMP11  DAY01 14/02/12";"CAMP11";"DAY01";14/2/2012 0:00:00;25182,00;393,00;"DAY01";201211;1361,00;124518,00
"0 1.BRANCH OFF-SCHED";720000,00;71426,00;278,00;256,93;116,00;10,08;"CAMP11  DAY01 14/02/12";"CAMP11";"DAY01";14/2/2012 0:00:00;71426,00;278,00;"DAY01";201211;1361,00;124518,00
"0 1.BRANCH CURR-CAMP";2200000,00;173098,00;2359,00;73,38;42,00;12,71;"CAMP11  DAY01 14/02/12";"CAMP11";"DAY01";14/2/2012 0:00:00;173098,00;2359,00;"DAY01";201211;1361,00;124518,00
"0 1.BRANCH EST.-CAMP";1700000,00;300604,00;4941,00;60,84;39,00;5,66;"CAMP10  DAY13 13/02/12";"CAMP10";"DAY13";13/2/2012 0:00:00;111648,00;1705,00;"DAY12";201210;713,00;82831,00
"0 1.BRANCH OFF-SCHED";640000,00;614638,00;872,00;704,86;273,00;1,04;"CAMP10  DAY13 13/02/12";"CAMP10";"DAY13";13/2/2012 0:00:00;13438,00;8,00;"DAY12";201210;713,00;82831,00
"0 1.BRANCH CURR-CAMP";2250000,00;2156553,00;30965,00;69,64;40,00;1,04;"CAMP10  DAY13 13/02/12";"CAMP10";"DAY13";13/2/2012 0:00:00;81080,00;719,00;"DAY12";201210;713,00;82831,00
"0 1.BRANCH EST.-CAMP";1700000,00;188956,00;3236,00;58,39;38,00;9,00;"CAMP10  DAY12 10/02/12";"CAMP10";"DAY12";10/2/2012 0:00:00;32332,00;574,00;"DAY11";201210;2516,00;236170,00
"0 1.BRANCH OFF-SCHED";640000,00;601200,00;864,00;695,83;270,00;1,06;"CAMP10  DAY12 10/02/12";"CAMP10";"DAY12";10/2/2012 0:00:00;19200,00;6,00;"DAY11";201210;2516,00;236170,00
"0 1.BRANCH CURR-CAMP";2250000,00;2075473,00;30246,00;68,62;40,00;1,08;"CAMP10  DAY12 10/02/12";"CAMP10";"DAY12";10/2/2012 0:00:00;73906,00;1020,00;"DAY11";201210;2516,00;236170,00
"0 1.BRANCH OFF-SCHED";640000,00;582000,00;858,00;678,32;264,00;1,10;"CAMP10  DAY11 09/02/12";"CAMP10";"DAY11";9/2/2012 0:00:00;39398,00;15,00;"DAY10";201210;2467,00;238666,00
"0 1.BRANCH CURR-CAMP";2250000,00;2001567,00;29226,00;68,49;40,00;1,12;"CAMP10  DAY11 09/02/12";"CAMP10";"DAY11";9/2/2012 0:00:00;155692,00;2044,00;"DAY10";201210;2467,00;238666,00
"0 1.BRANCH EST.-CAMP";1700000,00;156624,00;2662,00;58,84;39,00;10,85;"CAMP10  DAY11 09/02/12";"CAMP10";"DAY11";9/2/2012 0:00:00;30037,00;516,00;"DAY10";201210;2467,00;238666,00
"0 1.BRANCH EST.-CAMP";1700000,00;126587,00;2146,00;58,99;39,00;13,43;"CAMP10  DAY10 08/02/12";"CAMP10";"DAY10";8/2/2012 0:00:00;17170,00;301,00;"DAY09";201210;4057,00;460276,00
"0 1.BRANCH OFF-SCHED";650000,00;542602,00;843,00;643,66;252,00;1,20;"CAMP10  DAY10 08/02/12";"CAMP10";"DAY10";8/2/2012 0:00:00;46554,00;25,00;"DAY09";201210;4057,00;460276,00
"0 1.BRANCH CURR-CAMP";2300000,00;1845875,00;27182,00;67,91;40,00;1,25;"CAMP10  DAY10 08/02/12";"CAMP10";"DAY10";8/2/2012 0:00:00;189147,00;4278,00;"DAY09";201210;4057,00;460276,00
"0 1.BRANCH EST.-CAMP";1700000,00;109417,00;1845,00;59,30;39,00;15,54;"CAMP10  DAY09 07/02/12";"CAMP10";"DAY09";7/2/2012 0:00:00;15054,00;258,00;"DAY08";201210;2590,00;243321,00
"0 1.BRANCH OFF-SCHED";650000,00;496048,00;818,00;606,42;237,00;1,31;"CAMP10  DAY09 07/02/12";"CAMP10";"DAY09";7/2/2012 0:00:00;52772,00;28,00;"DAY08";201210;2590,00;243321,00
"0 1.BRANCH CURR-CAMP";2300000,00;1656728,00;22904,00;72,33;41,00;1,39;"CAMP10  DAY09 07/02/12";"CAMP10";"DAY09";7/2/2012 0:00:00;231540,00;3052,00;"DAY08";201210;2590,00;243321,00
"0 1.BRANCH CURR-CAMP";2300000,00;1425188,00;19852,00;71,79;41,00;1,61;"CAMP10  DAY08 06/02/12";"CAMP10";"DAY08";6/2/2012 0:00:00;217687,00;3072,00;"DAY07";201210;2157,00;209690,00
"0 1.BRANCH OFF-SCHED";650000,00;443276,00;790,00;561,11;220,00;1,47;"CAMP10  DAY08 06/02/12";"CAMP10";"DAY08";6/2/2012 0:00:00;57557,00;37,00;"DAY07";201210;2157,00;209690,00
"0 1.BRANCH EST.-CAMP";1700000,00;94363,00;1587,00;59,46;39,00;18,02;"CAMP10  DAY08 06/02/12";"CAMP10";"DAY08";6/2/2012 0:00:00;16868,00;285,00;"DAY07";201210;2157,00;209690,00
"0 1.BRANCH EST.-CAMP";1700000,00;77495,00;1302,00;59,52;39,00;21,94;"CAMP10  DAY07 03/02/12";"CAMP10";"DAY07";3/2/2012 0:00:00;12963,00;317,00;"DAY06";201210;3161,00;311964,00
"0 1.BRANCH OFF-SCHED";650000,00;385719,00;753,00;512,24;201,00;1,69;"CAMP10  DAY07 03/02/12";"CAMP10";"DAY07";3/2/2012 0:00:00;41335,00;53,00;"DAY06";201210;3161,00;311964,00
"0 1.BRANCH CURR-CAMP";2300000,00;1207501,00;16780,00;71,96;41,00;1,90;"CAMP10  DAY07 03/02/12";"CAMP10";"DAY07";3/2/2012 0:00:00;142998,00;2111,00;"DAY06";201210;3161,00;311964,00
"0 1.BRANCH EST.-CAMP";1700000,00;64532,00;985,00;65,52;42,00;26,34;"CAMP10  DAY06 02/02/12";"CAMP10";"DAY06";2/2/2012 0:00:00;6906,00;85,00;"DAY05";201210;1500,00;138085,00
"0 1.BRANCH OFF-SCHED";650000,00;344384,00;700,00;491,98;194,00;1,89;"CAMP10  DAY06 02/02/12";"CAMP10";"DAY06";2/2/2012 0:00:00;45794,00;59,00;"DAY05";201210;1500,00;138085,00
"0 1.BRANCH CURR-CAMP";2300000,00;1064503,00;14669,00;72,57;41,00;2,16;"CAMP10  DAY06 02/02/12";"CAMP10";"DAY06";2/2/2012 0:00:00;164799,00;2280,00;"DAY05";201210;1500,00;138085,00
"0 1.BRANCH EST.-CAMP";1700000,00;57626,00;900,00;64,03;41,00;29,50;"CAMP10  DAY05 01/02/12";"CAMP10";"DAY05";1/2/2012 0:00:00;6652,00;94,00;"DAY04";201210;3667,00;395446,00
"0 1.BRANCH OFF-SCHED";650000,00;298590,00;641,00;465,82;184,00;2,18;"CAMP10  DAY05 01/02/12";"CAMP10";"DAY05";1/2/2012 0:00:00;57901,00;71,00;"DAY04";201210;3667,00;395446,00
"0 1.BRANCH CURR-CAMP";2300000,00;899704,00;12389,00;72,62;41,00;2,56;"CAMP10  DAY05 01/02/12";"CAMP10";"DAY05";1/2/2012 0:00:00;192503,00;2625,00;"DAY04";201210;3667,00;395446,00
"0 1.BRANCH OFF-SCHED";500000,00;240689,00;570,00;422,26;168,00;2,08;"CAMP10  DAY04 31/01/12";"CAMP10";"DAY04";31/1/2012 0:00:00;65519,00;100,00;"DAY03";201210;2397,00;235775,00
"0 1.BRANCH CURR-CAMP";2300000,00;707201,00;9764,00;72,43;41,00;3,25;"CAMP10  DAY04 31/01/12";"CAMP10";"DAY04";31/1/2012 0:00:00;228021,00;3019,00;"DAY03";201210;2397,00;235775,00
"0 1.BRANCH EST.-CAMP";1700000,00;50974,00;806,00;63,24;40,00;33,35;"CAMP10  DAY04 31/01/12";"CAMP10";"DAY04";31/1/2012 0:00:00;5697,00;67,00;"DAY03";201210;2397,00;235775,00
"0 1.BRANCH OFF-SCHED";500000,00;175170,00;470,00;372,70;150,00;2,85;"CAMP10  DAY03 30/01/12";"CAMP10";"DAY03";30/1/2012 0:00:00;66441,00;101,00;"DAY02";201210;2364,00;217307,00
"0 1.BRANCH CURR-CAMP";2300000,00;479180,00;6745,00;71,04;41,00;4,80;"CAMP10  DAY03 30/01/12";"CAMP10";"DAY03";30/1/2012 0:00:00;217328,00;3044,00;"DAY02";201210;2364,00;217307,00
"0 1.BRANCH EST.-CAMP";1700000,00;45277,00;739,00;61,27;38,00;37,55;"CAMP10  DAY03 30/01/12";"CAMP10";"DAY03";30/1/2012 0:00:00;10901,00;174,00;"DAY02";201210;2364,00;217307,00
"0 1.BRANCH EST.-CAMP";1950000,00;34376,00;565,00;60,84;38,00;56,73;"CAMP10  DAY02 27/01/12";"CAMP10";"DAY02";27/1/2012 0:00:00;33574,00;554,00;"DAY01";201210;2795,00;267230,00
"0 1.BRANCH OFF-SCHED";500000,00;108729,00;369,00;294,66;119,00;4,60;"CAMP10  DAY02 27/01/12";"CAMP10";"DAY02";27/1/2012 0:00:00;48593,00;118,00;"DAY01";201210;2795,00;267230,00
"0 1.BRANCH CURR-CAMP";2300000,00;261852,00;3701,00;70,75;41,00;8,78;"CAMP10  DAY02 27/01/12";"CAMP10";"DAY02";27/1/2012 0:00:00;143754,00;1992,00;"DAY01";201210;2795,00;267230,00
"0 1.BRANCH CURR-CAMP";2300000,00;118098,00;1709,00;69,10;40,00;16,00;"CAMP10  DAY01 26/01/12";"CAMP10";"DAY01";26/1/2012 0:00:00;118098,00;1709,00;"DAY01";201210;1402,00;127067,00
"0 1.BRANCH OFF-SCHED";500000,00;60136,00;251,00;239,59;98,00;8,31;"CAMP10  DAY01 26/01/12";"CAMP10";"DAY01";26/1/2012 0:00:00;60136,00;251,00;"DAY01";201210;1402,00;127067,00
"0 1.BRANCH EST.-CAMP";1950000,00;802,00;11,00;73,00;40,00;428,51;"CAMP10  DAY01 26/01/12";"CAMP10";"DAY01";26/1/2012 0:00:00;802,00;11,00;"DAY01";201210;1402,00;127067,00
"0 1.BRANCH EST.-CAMP";1870000,00;316433,00;4666,00;67,82;42,00;5,91;"CAMP09  DAY13 25/01/12";"CAMP09";"DAY13";25/1/2012 0:00:00;102651,00;1473,00;"DAY12";201209;972,00;122940,00
"0 1.BRANCH OFF-SCHED";500000,00;497532,00;717,00;693,91;261,00;1,00;"CAMP09  DAY13 25/01/12";"CAMP09";"DAY13";25/1/2012 0:00:00;10858,00;3,00;"DAY12";201209;972,00;122940,00
"0 1.BRANCH CURR-CAMP";1700000,00;1664351,00;25822,00;64,45;37,00;1,02;"CAMP09  DAY13 25/01/12";"CAMP09";"DAY13";25/1/2012 0:00:00;63222,00;522,00;"DAY12";201209;972,00;122940,00
"0 1.BRANCH OFF-SCHED";500000,00;486674,00;714,00;681,62;256,00;1,03;"CAMP09  DAY12 24/01/12";"CAMP09";"DAY12";24/1/2012 0:00:00;20619,00;13,00;"DAY11";201209;2244,00;200666,00
"0 1.BRANCH CURR-CAMP";1700000,00;1601129,00;25300,00;63,29;37,00;1,06;"CAMP09  DAY12 24/01/12";"CAMP09";"DAY12";24/1/2012 0:00:00;85924,00;1080,00;"DAY11";201209;2244,00;200666,00
"0 1.BRANCH EST.-CAMP";1870000,00;213782,00;3193,00;66,95;42,00;8,75;"CAMP09  DAY12 24/01/12";"CAMP09";"DAY12";24/1/2012 0:00:00;55438,00;767,00;"DAY11";201209;2244,00;200666,00
"0 1.BRANCH OFF-SCHED";500000,00;466055,00;701,00;664,84;250,00;1,07;"CAMP09  DAY11 23/01/12";"CAMP09";"DAY11";23/1/2012 0:00:00;38082,00;13,00;"DAY10";201209;2309,00;204750,00
"0 1.BRANCH CURR-CAMP";1700000,00;1515205,00;24220,00;62,56;37,00;1,12;"CAMP09  DAY11 23/01/12";"CAMP09";"DAY11";23/1/2012 0:00:00;134243,00;1978,00;"DAY10";201209;2309,00;204750,00
"0 1.BRANCH EST.-CAMP";1870000,00;158344,00;2426,00;65,27;42,00;11,81;"CAMP09  DAY11 23/01/12";"CAMP09";"DAY11";23/1/2012 0:00:00;36448,00;557,00;"DAY10";201209;2309,00;204750,00
"0 1.BRANCH EST.-CAMP";1870000,00;121896,00;1869,00;65,22;43,00;15,34;"CAMP09  DAY10 20/01/12";"CAMP09";"DAY10";20/1/2012 0:00:00;14483,00;276,00;"DAY09";201209;2432,00;224922,00
"0 1.BRANCH OFF-SCHED";500000,00;427973,00;688,00;622,05;236,00;1,17;"CAMP09  DAY10 20/01/12";"CAMP09";"DAY10";20/1/2012 0:00:00;33165,00;14,00;"DAY09";201209;2432,00;224922,00
"0 1.BRANCH CURR-CAMP";1700000,00;1380962,00;22242,00;62,09;36,00;1,23;"CAMP09  DAY10 20/01/12";"CAMP09";"DAY10";20/1/2012 0:00:00;122315,00;1971,00;"DAY09";201209;2432,00;224922,00
"0 1.BRANCH OFF-SCHED";500000,00;394808,00;674,00;585,77;222,00;1,27;"CAMP09  DAY09 19/01/12";"CAMP09";"DAY09";19/1/2012 0:00:00;39882,00;16,00;"DAY08";201209;2300,00;201488,00
"0 1.BRANCH EST.-CAMP";1870000,00;107413,00;1593,00;67,43;44,00;17,41;"CAMP09  DAY09 19/01/12";"CAMP09";"DAY09";19/1/2012 0:00:00;16492,00;239,00;"DAY08";201209;2300,00;201488,00
"0 1.BRANCH CURR-CAMP";1700000,00;1258647,00;20271,00;62,09;36,00;1,35;"CAMP09  DAY09 19/01/12";"CAMP09";"DAY09";19/1/2012 0:00:00;155286,00;2367,00;"DAY08";201209;2300,00;201488,00
"0 1.BRANCH CURR-CAMP";1600000,00;1103361,00;17904,00;61,63;36,00;1,45;"CAMP09  DAY08 18/01/12";"CAMP09";"DAY08";18/1/2012 0:00:00;153700,00;2458,00;"DAY07";201209;2808,00;306081,00
"0 1.BRANCH OFF-SCHED";500000,00;354926,00;658,00;539,40;205,00;1,41;"CAMP09  DAY08 18/01/12";"CAMP09";"DAY08";18/1/2012 0:00:00;42625,00;32,00;"DAY07";201209;2808,00;306081,00
"0 1.BRANCH EST.-CAMP";1870000,00;90921,00;1354,00;67,15;44,00;20,57;"CAMP09  DAY08 18/01/12";"CAMP09";"DAY08";18/1/2012 0:00:00;15098,00;186,00;"DAY07";201209;2808,00;306081,00
"0 1.BRANCH EST.-CAMP";1870000,00;75823,00;1168,00;64,92;43,00;24,66;"CAMP09  DAY07 17/01/12";"CAMP09";"DAY07";17/1/2012 0:00:00;9725,00;148,00;"DAY06";201209;2071,00;190801,00
"0 1.BRANCH OFF-SCHED";500000,00;312301,00;626,00;498,88;191,00;1,60;"CAMP09  DAY07 17/01/12";"CAMP09";"DAY07";17/1/2012 0:00:00;46239,00;40,00;"DAY06";201209;2071,00;190801,00
"0 1.BRANCH CURR-CAMP";1600000,00;949661,00;15446,00;61,48;36,00;1,68;"CAMP09  DAY07 17/01/12";"CAMP09";"DAY07";17/1/2012 0:00:00;168702,00;2546,00;"DAY06";201209;2071,00;190801,00
"0 1.BRANCH EST.-CAMP";1870000,00;66098,00;1020,00;64,80;42,00;28,29;"CAMP09  DAY06 16/01/12";"CAMP09";"DAY06";16/1/2012 0:00:00;13460,00;181,00;"DAY05";201209;2125,00;204566,00
"0 1.BRANCH OFF-SCHED";500000,00;266062,00;586,00;454,03;176,00;1,88;"CAMP09  DAY06 16/01/12";"CAMP09";"DAY06";16/1/2012 0:00:00;50012,00;54,00;"DAY05";201209;2125,00;204566,00
"0 1.BRANCH CURR-CAMP";1600000,00;780959,00;12900,00;60,54;36,00;2,05;"CAMP09  DAY06 16/01/12";"CAMP09";"DAY06";16/1/2012 0:00:00;160123,00;2581,00;"DAY05";201209;2125,00;204566,00
"0 1.BRANCH EST.-CAMP";1870000,00;52638,00;839,00;62,74;40,00;35,53;"CAMP09  DAY05 13/01/12";"CAMP09";"DAY05";13/1/2012 0:00:00;4997,00;79,00;"DAY04";201209;2258,00;207899,00
"0 1.BRANCH OFF-SCHED";600000,00;216050,00;532,00;406,11;160,00;2,78;"CAMP09  DAY05 13/01/12";"CAMP09";"DAY05";13/1/2012 0:00:00;37783,00;46,00;"DAY04";201209;2258,00;207899,00
"0 1.BRANCH CURR-CAMP";1900000,00;620836,00;10319,00;60,16;35,00;3,06;"CAMP09  DAY05 13/01/12";"CAMP09";"DAY05";13/1/2012 0:00:00;110693,00;2007,00;"DAY04";201209;2258,00;207899,00
"0 1.BRANCH OFF-SCHED";600000,00;178267,00;486,00;366,81;147,00;3,37;"CAMP09  DAY04 12/01/12";"CAMP09";"DAY04";12/1/2012 0:00:00;42678,00;56,00;"DAY03";201209;2140,00;194945,00
"0 1.BRANCH CURR-CAMP";1900000,00;510143,00;8312,00;61,37;36,00;3,72;"CAMP09  DAY04 12/01/12";"CAMP09";"DAY04";12/1/2012 0:00:00;133492,00;2260,00;"DAY03";201209;2140,00;194945,00
"0 1.BRANCH EST.-CAMP";1870000,00;47641,00;760,00;62,69;40,00;39,25;"CAMP09  DAY04 12/01/12";"CAMP09";"DAY04";12/1/2012 0:00:00;7211,00;84,00;"DAY03";201209;2140,00;194945,00
"0 1.BRANCH EST.-CAMP";1500000,00;40430,00;676,00;59,81;37,00;37,10;"CAMP09  DAY03 11/01/12";"CAMP09";"DAY03";11/1/2012 0:00:00;7559,00;123,00;"DAY02";201209;3004,00;299254,00
"0 1.BRANCH CURR-CAMP";1900000,00;376651,00;6052,00;62,24;36,00;5,04;"CAMP09  DAY03 11/01/12";"CAMP09";"DAY03";11/1/2012 0:00:00;129905,00;2213,00;"DAY02";201209;3004,00;299254,00
"0 1.BRANCH OFF-SCHED";600000,00;135589,00;430,00;315,32;127,00;4,43;"CAMP09  DAY03 11/01/12";"CAMP09";"DAY03";11/1/2012 0:00:00;45432,00;99,00;"DAY02";201209;3004,00;299254,00
